"","this","needs_this","type"
"31565","paws","paws.storage","imports"
"31566","paws","paws.database","imports"
"31567","paws","paws.networking","imports"
"31568","paws","paws.management","imports"
"31569","paws","paws.machine.learning","imports"
"31570","paws","paws.analytics","imports"
"31571","paws","paws.security.identity","imports"
"31572","paws","paws.application.integration","imports"
"31573","paws","paws.cost.management","imports"
"31574","paws","paws.customer.engagement","imports"
"31575","paws","testthat","suggests"
"31576","pdftables","httr","imports"
"31577","pdftables","tools","imports"
"31578","pdftables","knitr","suggests"
"31579","pdftables","rmarkdown","suggests"
"31580","pivotaltrackR","R","depends"
"31581","pivotaltrackR","curl","imports"
"31582","pivotaltrackR","httr","imports"
"31583","pivotaltrackR","utils","imports"
"31584","pivotaltrackR","covr","suggests"
"31585","pivotaltrackR","httptest","suggests"
"31586","pivotaltrackR","knitr","suggests"
"31587","pivotaltrackR","magrittr","suggests"
"31588","pivotaltrackR","spelling","suggests"
"31589","plotGoogleMaps","R","depends"
"31590","plotGoogleMaps","sp","depends"
"31591","plotGoogleMaps","spacetime","depends"
"31592","plotGoogleMaps","rgdal","imports"
"31593","plotGoogleMaps","maptools","imports"
"31594","plotGoogleMaps","lattice","imports"
"31595","plotGoogleMaps","raster","imports"
"31596","plotKML","R","depends"
"31597","plotKML","methods","imports"
"31598","plotKML","tools","imports"
"31599","plotKML","utils","imports"
"31600","plotKML","XML","imports"
"31601","plotKML","sp","imports"
"31602","plotKML","raster","imports"
"31603","plotKML","rgdal","imports"
"31604","plotKML","spacetime","imports"
"31605","plotKML","colorspace","imports"
"31606","plotKML","plotrix","imports"
"31607","plotKML","dismo","imports"
"31608","plotKML","aqp","imports"
"31609","plotKML","pixmap","imports"
"31610","plotKML","plyr","imports"
"31611","plotKML","stringr","imports"
"31612","plotKML","colorRamps","imports"
"31613","plotKML","scales","imports"
"31614","plotKML","gstat","imports"
"31615","plotKML","zoo","imports"
"31616","plotKML","RColorBrewer","imports"
"31617","plotKML","RSAGA","imports"
"31618","plotKML","classInt","imports"
"31619","plotKML","adehabitatLT","suggests"
"31620","plotKML","maptools","suggests"
"31621","plotKML","fossil","suggests"
"31622","plotKML","spcosa","suggests"
"31623","plotKML","rjson","suggests"
"31624","plotKML","animation","suggests"
"31625","plotKML","spatstat","suggests"
"31626","plotKML","RCurl","suggests"
"31627","plotKML","rgbif","suggests"
"31628","plotKML","Hmisc","suggests"
"31629","plotKML","GSIF","suggests"
"31630","plotKML","uuid","suggests"
"31631","plotKML","intervals","suggests"
"31632","plotKML","reshape","suggests"
"31633","plotKML","gdalUtils","suggests"
"31634","plotKML","snowfall","suggests"
"31635","plotKML","parallel","suggests"
"31636","plotly","R","depends"
"31637","plotly","ggplot2","depends"
"31638","plotly","tools","imports"
"31639","plotly","scales","imports"
"31640","plotly","httr","imports"
"31641","plotly","jsonlite","imports"
"31642","plotly","magrittr","imports"
"31643","plotly","digest","imports"
"31644","plotly","viridisLite","imports"
"31645","plotly","base64enc","imports"
"31646","plotly","htmltools","imports"
"31647","plotly","htmlwidgets","imports"
"31648","plotly","tidyr","imports"
"31649","plotly","hexbin","imports"
"31650","plotly","RColorBrewer","imports"
"31651","plotly","dplyr","imports"
"31652","plotly","tibble","imports"
"31653","plotly","lazyeval","imports"
"31654","plotly","rlang","imports"
"31655","plotly","crosstalk","imports"
"31656","plotly","purrr","imports"
"31657","plotly","data.table","imports"
"31658","plotly","promises","imports"
"31659","plotly","MASS","suggests"
"31660","plotly","maps","suggests"
"31661","plotly","ggthemes","suggests"
"31662","plotly","GGally","suggests"
"31663","plotly","testthat","suggests"
"31664","plotly","knitr","suggests"
"31665","plotly","devtools","suggests"
"31666","plotly","shiny","suggests"
"31667","plotly","shinytest","suggests"
"31668","plotly","curl","suggests"
"31669","plotly","rmarkdown","suggests"
"31670","plotly","vdiffr","suggests"
"31671","plotly","Cairo","suggests"
"31672","plotly","broom","suggests"
"31673","plotly","webshot","suggests"
"31674","plotly","listviewer","suggests"
"31675","plotly","dendextend","suggests"
"31676","plotly","sf","suggests"
"31677","plotly","maptools","suggests"
"31678","plotly","rgeos","suggests"
"31679","plotly","png","suggests"
"31680","plotly","IRdisplay","suggests"
"31681","plotly","processx","suggests"
"31682","plotly","plotlyGeoAssets","suggests"
"31683","plotly","forcats","suggests"
"31684","plumber","R","depends"
"31685","plumber","R6","imports"
"31686","plumber","stringi","imports"
"31687","plumber","jsonlite","imports"
"31688","plumber","httpuv","imports"
"31689","plumber","crayon","imports"
"31690","plumber","testthat","suggests"
"31691","plumber","XML","suggests"
"31692","plumber","rmarkdown","suggests"
"31693","plumber","PKI","suggests"
"31694","plumber","base64enc","suggests"
"31695","plumber","htmlwidgets","suggests"
"31696","plumber","visNetwork","suggests"
"31697","plumber","analogsea","suggests"
"31698","plusser","R","depends"
"31699","plusser","RCurl","imports"
"31700","plusser","RJSONIO","imports"
"31701","plusser","lubridate","imports"
"31702","plusser","plyr","imports"
"31703","postlightmercury","tibble","imports"
"31704","postlightmercury","crul","imports"
"31705","postlightmercury","purrr","imports"
"31706","postlightmercury","jsonlite","imports"
"31707","postlightmercury","rvest","imports"
"31708","postlightmercury","xml2","imports"
"31709","postlightmercury","testthat","suggests"
"31710","postlightmercury","covr","suggests"
"31711","pubmed.mineR","R","depends"
"31712","pubmed.mineR","methods","depends"
"31713","pubmed.mineR","RCurl","imports"
"31714","pubmed.mineR","XML","imports"
"31715","pubmed.mineR","boot","imports"
"31716","pubmed.mineR","R2HTML","imports"
"31717","pushoverr","R","depends"
"31718","pushoverr","assertthat","imports"
"31719","pushoverr","httr","imports"
"31720","qualtRics","httr","imports"
"31721","qualtRics","stringr","imports"
"31722","qualtRics","readr","imports"
"31723","qualtRics","jsonlite","imports"
"31724","qualtRics","assertthat","imports"
"31725","qualtRics","sjlabelled","imports"
"31726","qualtRics","yaml","imports"
"31727","qualtRics","dplyr","imports"
"31728","qualtRics","rlang","imports"
"31729","qualtRics","knitr","suggests"
"31730","qualtRics","rmarkdown","suggests"
"31731","qualtRics","testthat","suggests"
"31732","qualtRics","httptest","suggests"
"31733","radiant","R","depends"
"31734","radiant","radiant.data","depends"
"31735","radiant","radiant.design","depends"
"31736","radiant","radiant.basics","depends"
"31737","radiant","radiant.model","depends"
"31738","radiant","radiant.multivariate","depends"
"31739","radiant","shiny","imports"
"31740","radiant","import","imports"
"31741","radiant","testthat","suggests"
"31742","radiant","knitr","suggests"
"31743","radiant","rmarkdown","suggests"
"31744","RAdwords","R","depends"
"31745","RAdwords","RCurl","imports"
"31746","RAdwords","rjson","imports"
"31747","RAdwords","testthat","suggests"
"31748","randNames","R","depends"
"31749","randNames","tibble","imports"
"31750","randNames","httr","imports"
"31751","randNames","jsonlite","imports"
"31752","randNames","testthat","suggests"
"31753","rapiclient","R","depends"
"31754","rapiclient","jsonlite","imports"
"31755","rapiclient","httr","imports"
"31756","rapiclient","testthat","suggests"
"31757","rapport","R","depends"
"31758","rapport","grDevices","imports"
"31759","rapport","utils","imports"
"31760","rapport","yaml","imports"
"31761","rapport","stringr","imports"
"31762","rapport","rapportools","imports"
"31763","rapport","pander","imports"
"31764","Rblpapi","Rcpp","imports"
"31765","Rblpapi","utils","imports"
"31766","Rblpapi","fts","suggests"
"31767","Rblpapi","xts","suggests"
"31768","Rblpapi","zoo","suggests"
"31769","Rblpapi","data.table","suggests"
"31770","Rblpapi","knitr","suggests"
"31771","Rblpapi","RUnit","suggests"
"31772","rcoreoa","crul","imports"
"31773","rcoreoa","jsonlite","imports"
"31774","rcoreoa","pdftools","imports"
"31775","rcoreoa","hoardr","imports"
"31776","rcoreoa","roxygen2","suggests"
"31777","rcoreoa","testthat","suggests"
"31778","rcoreoa","knitr","suggests"
"31779","rcoreoa","rmarkdown","suggests"
"31780","rcoreoa","rcrossref","suggests"
"31781","Rcrawler","httr","imports"
"31782","Rcrawler","xml2","imports"
"31783","Rcrawler","data.table","imports"
"31784","Rcrawler","foreach","imports"
"31785","Rcrawler","doParallel","imports"
"31786","Rcrawler","parallel","imports"
"31787","Rcrawler","selectr","imports"
"31788","Rcrawler","webdriver","imports"
"31789","Rcrawler","callr","imports"
"31790","Rcrawler","jsonlite","imports"
"31791","rcrossref","methods","imports"
"31792","rcrossref","utils","imports"
"31793","rcrossref","jsonlite","imports"
"31794","rcrossref","crul","imports"
"31795","rcrossref","xml2","imports"
"31796","rcrossref","plyr","imports"
"31797","rcrossref","bibtex","imports"
"31798","rcrossref","dplyr","imports"
"31799","rcrossref","R6","imports"
"31800","rcrossref","shiny","imports"
"31801","rcrossref","miniUI","imports"
"31802","rcrossref","stringr","imports"
"31803","rcrossref","DT","imports"
"31804","rcrossref","stats","imports"
"31805","rcrossref","roxygen2","suggests"
"31806","rcrossref","testthat","suggests"
"31807","rcrossref","knitr","suggests"
"31808","rcrossref","vcr","suggests"
"31809","RCurl","R","depends"
"31810","RCurl","methods","depends"
"31811","RCurl","bitops","depends"
"31812","RCurl","Rcompression","suggests"
"31813","RCurl","XML","suggests"
"31814","rdatacite","oai","imports"
"31815","rdatacite","solrium","imports"
"31816","rdatacite","jsonlite","imports"
"31817","rdatacite","crul","imports"
"31818","rdatacite","knitr","suggests"
"31819","rdatacite","testthat","suggests"
"31820","rdatacite","webmockr","suggests"
"31821","rdatacite","vcr","suggests"
"31822","rdpla","crul","imports"
"31823","rdpla","jsonlite","imports"
"31824","rdpla","tibble","imports"
"31825","rdpla","data.table","imports"
"31826","rdpla","hoardr","imports"
"31827","rdpla","roxygen2","suggests"
"31828","rdpla","knitr","suggests"
"31829","rdpla","testthat","suggests"
"31830","rdpla","ggplot2","suggests"
"31831","rdpla","lubridate","suggests"
"31832","rdpla","scales","suggests"
"31833","rdrop2","R","depends"
"31834","rdrop2","assertive","imports"
"31835","rdrop2","digest","imports"
"31836","rdrop2","dplyr","imports"
"31837","rdrop2","httr","imports"
"31838","rdrop2","jsonlite","imports"
"31839","rdrop2","magrittr","imports"
"31840","rdrop2","purrr","imports"
"31841","rdrop2","testthat","suggests"
"31842","rdrop2","uuid","suggests"
"31843","redcapAPI","R","depends"
"31844","redcapAPI","checkmate","imports"
"31845","redcapAPI","chron","imports"
"31846","redcapAPI","DBI","imports"
"31847","redcapAPI","httr","imports"
"31848","redcapAPI","labelVector","imports"
"31849","redcapAPI","lubridate","imports"
"31850","redcapAPI","readr","imports"
"31851","redcapAPI","stringr","imports"
"31852","redcapAPI","tidyr","imports"
"31853","refimpact","R","depends"
"31854","refimpact","checkmate","imports"
"31855","refimpact","httr","imports"
"31856","refimpact","jsonlite","imports"
"31857","refimpact","tibble","imports"
"31858","refimpact","xml2","imports"
"31859","refimpact","curl","imports"
"31860","refimpact","testthat","suggests"
"31861","refimpact","knitr","suggests"
"31862","refimpact","roxygen2","suggests"
"31863","refimpact","rmarkdown","suggests"
"31864","RefManageR","R","depends"
"31865","RefManageR","xml2","imports"
"31866","RefManageR","jsonlite","imports"
"31867","RefManageR","utils","imports"
"31868","RefManageR","plyr","imports"
"31869","RefManageR","tools","imports"
"31870","RefManageR","httr","imports"
"31871","RefManageR","bibtex","imports"
"31872","RefManageR","lubridate","imports"
"31873","RefManageR","stringr","imports"
"31874","RefManageR","methods","imports"
"31875","RefManageR","knitr","suggests"
"31876","RefManageR","testthat","suggests"
"31877","repmis","R","depends"
"31878","repmis","data.table","imports"
"31879","repmis","digest","imports"
"31880","repmis","httr","imports"
"31881","repmis","plyr","imports"
"31882","repmis","R.cache","imports"
"31883","repmis","xlsx","suggests"
"31884","reqres","R","depends"
"31885","reqres","R6","imports"
"31886","reqres","assertthat","imports"
"31887","reqres","stringi","imports"
"31888","reqres","urltools","imports"
"31889","reqres","tools","imports"
"31890","reqres","brotli","imports"
"31891","reqres","jsonlite","imports"
"31892","reqres","xml2","imports"
"31893","reqres","webutils","imports"
"31894","reqres","utils","imports"
"31895","reqres","fiery","suggests"
"31896","reqres","testthat","suggests"
"31897","reqres","covr","suggests"
"31898","request","httr","depends"
"31899","request","methods","imports"
"31900","request","stats","imports"
"31901","request","utils","imports"
"31902","request","curl","imports"
"31903","request","jsonlite","imports"
"31904","request","magrittr","imports"
"31905","request","lazyeval","imports"
"31906","request","whisker","imports"
"31907","request","R6","imports"
"31908","request","testthat","suggests"
"31909","rerddap","R","depends"
"31910","rerddap","utils","imports"
"31911","rerddap","crul","imports"
"31912","rerddap","dplyr","imports"
"31913","rerddap","data.table","imports"
"31914","rerddap","jsonlite","imports"
"31915","rerddap","xml2","imports"
"31916","rerddap","digest","imports"
"31917","rerddap","ncdf4","imports"
"31918","rerddap","tibble","imports"
"31919","rerddap","hoardr","imports"
"31920","rerddap","roxygen2","suggests"
"31921","rerddap","knitr","suggests"
"31922","rerddap","rmarkdown","suggests"
"31923","rerddap","testthat","suggests"
"31924","rerddap","akima","suggests"
"31925","rerddap","ggplot2","suggests"
"31926","rerddap","mapdata","suggests"
"31927","rerddap","plot3D","suggests"
"31928","rerddap","vcr","suggests"
"31929","restfulr","R","depends"
"31930","restfulr","methods","depends"
"31931","restfulr","XML","imports"
"31932","restfulr","RCurl","imports"
"31933","restfulr","rjson","imports"
"31934","restfulr","S4Vectors","imports"
"31935","restfulr","yaml","imports"
"31936","restfulr","getPass","suggests"
"31937","restfulr","rsolr","suggests"
"31938","restfulr","RUnit","suggests"
"31939","restimizeapi","R","depends"
"31940","restimizeapi","RCurl","depends"
"31941","restimizeapi","RJSONIO","depends"
"31942","restimizeapi","testthat","suggests"
"31943","Rexperigen","R","depends"
"31944","Rexperigen","RCurl","imports"
"31945","Rexperigen","digest","imports"
"31946","Rexperigen","jsonlite","imports"
"31947","Rexperigen","testthat","suggests"
"31948","Rfacebook","R","depends"
"31949","Rfacebook","httr","depends"
"31950","Rfacebook","rjson","depends"
"31951","Rfacebook","httpuv","depends"
"31952","rfigshare","R","depends"
"31953","rfigshare","methods","depends"
"31954","rfigshare","RJSONIO","imports"
"31955","rfigshare","httr","imports"
"31956","rfigshare","httpuv","imports"
"31957","rfigshare","plyr","imports"
"31958","rfigshare","yaml","imports"
"31959","rfigshare","ggplot2","imports"
"31960","rfigshare","XML","imports"
"31961","rfigshare","testthat","suggests"
"31962","rfigshare","gdata","suggests"
"31963","rfigshare","uuid","suggests"
"31964","RForcecom","R","depends"
"31965","RForcecom","XML","imports"
"31966","RForcecom","httr","imports"
"31967","RForcecom","plyr","imports"
"31968","RForcecom","methods","imports"
"31969","RForcecom","RCurl","imports"
"31970","RForcecom","utils","imports"
"31971","RForcecom","testthat","suggests"
"31972","RGA","R","depends"
"31973","RGA","jsonlite","imports"
"31974","RGA","httr","imports"
"31975","RGA","plyr","imports"
"31976","RGA","lubridate","imports"
"31977","RGA","knitr","suggests"
"31978","RGA","rmarkdown","suggests"
"31979","RGA","testthat","suggests"
"31980","RGA","shiny","suggests"
"31981","rgeolocate","Rcpp","imports"
"31982","rgeolocate","httr","imports"
"31983","rgeolocate","testthat","suggests"
"31984","rgeolocate","knitr","suggests"
"31985","RGoogleFit","R","depends"
"31986","RGoogleFit","RCurl","depends"
"31987","RGoogleFit","jsonlite","depends"
"31988","RGoogleFit","bit64","depends"
"31989","RGoogleFit","httr","depends"
"31990","RGoogleFit","utils","imports"
"31991","RgoogleMaps","R","depends"
"31992","RgoogleMaps","graphics","imports"
"31993","RgoogleMaps","stats","imports"
"31994","RgoogleMaps","utils","imports"
"31995","RgoogleMaps","grDevices","imports"
"31996","RgoogleMaps","methods","imports"
"31997","RgoogleMaps","png","imports"
"31998","RgoogleMaps","PBSmapping","suggests"
"31999","RgoogleMaps","maptools","suggests"
"32000","RgoogleMaps","sp","suggests"
"32001","RgoogleMaps","loa","suggests"
"32002","RgoogleMaps","RColorBrewer","suggests"
"32003","RgoogleMaps","leaflet","suggests"
"32004","rhub","assertthat","imports"
"32005","rhub","callr","imports"
"32006","rhub","cli","imports"
"32007","rhub","crayon","imports"
"32008","rhub","desc","imports"
"32009","rhub","digest","imports"
"32010","rhub","httr","imports"
"32011","rhub","jsonlite","imports"
"32012","rhub","parsedate","imports"
"32013","rhub","pillar","imports"
"32014","rhub","prettyunits","imports"
"32015","rhub","processx","imports"
"32016","rhub","R6","imports"
"32017","rhub","rappdirs","imports"
"32018","rhub","rcmdcheck","imports"
"32019","rhub","rematch","imports"
"32020","rhub","tibble","imports"
"32021","rhub","utils","imports"
"32022","rhub","uuid","imports"
"32023","rhub","whoami","imports"
"32024","rhub","withr","imports"
"32025","rhub","covr","suggests"
"32026","rhub","testthat","suggests"
"32027","rhub","knitr","suggests"
"32028","rhub","rmarkdown","suggests"
"32029","rio","R","depends"
"32030","rio","tools","imports"
"32031","rio","stats","imports"
"32032","rio","utils","imports"
"32033","rio","foreign","imports"
"32034","rio","haven","imports"
"32035","rio","curl","imports"
"32036","rio","data.table","imports"
"32037","rio","readxl","imports"
"32038","rio","openxlsx","imports"
"32039","rio","tibble","imports"
"32040","rio","datasets","suggests"
"32041","rio","bit64","suggests"
"32042","rio","testthat","suggests"
"32043","rio","knitr","suggests"
"32044","rio","magrittr","suggests"
"32045","rio","clipr","suggests"
"32046","rio","csvy","suggests"
"32047","rio","feather","suggests"
"32048","rio","fst","suggests"
"32049","rio","hexView","suggests"
"32050","rio","jsonlite","suggests"
"32051","rio","readODS","suggests"
"32052","rio","readr","suggests"
"32053","rio","rmatio","suggests"
"32054","rio","xml2","suggests"
"32055","rio","yaml","suggests"
"32056","rjson","R","depends"
"32057","rjsonapi","crul","imports"
"32058","rjsonapi","R6","imports"
"32059","rjsonapi","jsonlite","imports"
"32060","rjsonapi","plumber","imports"
"32061","rjsonapi","testthat","suggests"
"32062","rjsonapi","covr","suggests"
"32063","RJSONIO","methods","imports"
"32064","rLTP","R","depends"
"32065","rLTP","RCurl","depends"
"32066","roadoi","httr","imports"
"32067","roadoi","jsonlite","imports"
"32068","roadoi","dplyr","imports"
"32069","roadoi","plyr","imports"
"32070","roadoi","purrr","imports"
"32071","roadoi","tibble","imports"
"32072","roadoi","miniUI","imports"
"32073","roadoi","shiny","imports"
"32074","roadoi","tidyr","imports"
"32075","roadoi","roxygen2","suggests"
"32076","roadoi","testthat","suggests"
"32077","roadoi","knitr","suggests"
"32078","roadoi","covr","suggests"
"32079","roadoi","rmarkdown","suggests"
"32080","roadoi","rcrossref","suggests"
"32081","roadoi","lintr","suggests"
"32082","ROAuth","R","depends"
"32083","ROAuth","RCurl","imports"
"32084","ROAuth","digest","imports"
"32085","ROAuth","methods","imports"
"32086","robotstxt","R","depends"
"32087","robotstxt","stringr","imports"
"32088","robotstxt","httr","imports"
"32089","robotstxt","spiderbar","imports"
"32090","robotstxt","future","imports"
"32091","robotstxt","future.apply","imports"
"32092","robotstxt","magrittr","imports"
"32093","robotstxt","utils","imports"
"32094","robotstxt","knitr","suggests"
"32095","robotstxt","rmarkdown","suggests"
"32096","robotstxt","dplyr","suggests"
"32097","robotstxt","testthat","suggests"
"32098","robotstxt","covr","suggests"
"32099","Rook","R","depends"
"32100","Rook","utils","imports"
"32101","Rook","tools","imports"
"32102","Rook","methods","imports"
"32103","Rook","brew","imports"
"32104","ROpenFIGI","httr","imports"
"32105","ROpenFIGI","jsonlite","imports"
"32106","ROpenFIGI","testthat","suggests"
"32107","ROpenFIGI","dplyr","suggests"
"32108","ROpenWeatherMap","httr","imports"
"32109","ROpenWeatherMap","RCurl","imports"
"32110","ROpenWeatherMap","jsonlite","imports"
"32111","rorcid","R","depends"
"32112","rorcid","crul","imports"
"32113","rorcid","httr","imports"
"32114","rorcid","fauxpas","imports"
"32115","rorcid","jsonlite","imports"
"32116","rorcid","xml2","imports"
"32117","rorcid","tibble","imports"
"32118","rorcid","data.table","imports"
"32119","rorcid","testthat","suggests"
"32120","rorcid","knitr","suggests"
"32121","rorcid","rcrossref","suggests"
"32122","rorcid","handlr","suggests"
"32123","rorcid","httpuv","suggests"
"32124","rosetteApi","R","depends"
"32125","rosetteApi","httr","imports"
"32126","rosetteApi","jsonlite","imports"
"32127","rosetteApi","knitr","suggests"
"32128","rosetteApi","rmarkdown","suggests"
"32129","rosetteApi","testthat","suggests"
"32130","routr","R6","imports"
"32131","routr","httpuv","imports"
"32132","routr","assertthat","imports"
"32133","routr","uuid","imports"
"32134","routr","utils","imports"
"32135","routr","reqres","imports"
"32136","routr","stringi","imports"
"32137","routr","tools","imports"
"32138","routr","digest","imports"
"32139","routr","testthat","suggests"
"32140","routr","covr","suggests"
"32141","routr","fiery","suggests"
"32142","rpinterest","httr","imports"
"32143","rpinterest","rjson","imports"
"32144","rpinterest","magrittr","imports"
"32145","rplos","ggplot2","imports"
"32146","rplos","crul","imports"
"32147","rplos","jsonlite","imports"
"32148","rplos","dplyr","imports"
"32149","rplos","plyr","imports"
"32150","rplos","lubridate","imports"
"32151","rplos","reshape2","imports"
"32152","rplos","whisker","imports"
"32153","rplos","solrium","imports"
"32154","rplos","xml2","suggests"
"32155","rplos","knitr","suggests"
"32156","rplos","testthat","suggests"
"32157","rplos","webmockr","suggests"
"32158","rplos","vcr","suggests"
"32159","RPushbullet","utils","imports"
"32160","RPushbullet","stats","imports"
"32161","RPushbullet","jsonlite","imports"
"32162","RPushbullet","curl","imports"
"32163","rrefine","httr","imports"
"32164","rrefine","rlist","imports"
"32165","rrefine","readr","imports"
"32166","rrefine","knitr","suggests"
"32167","rrefine","rmarkdown","suggests"
"32168","RSauceLabs","R","depends"
"32169","RSauceLabs","httr","depends"
"32170","RSauceLabs","jsonlite","depends"
"32171","RSauceLabs","xml2","depends"
"32172","RSauceLabs","whisker","depends"
"32173","RSauceLabs","data.table","depends"
"32174","RSauceLabs","covr","suggests"
"32175","RSauceLabs","testthat","suggests"
"32176","RSclient","R","depends"
"32177","rscopus","R","depends"
"32178","rscopus","httr","imports"
"32179","rscopus","jsonlite","imports"
"32180","rscopus","utils","imports"
"32181","rscopus","stats","imports"
"32182","rscopus","plyr","imports"
"32183","rscopus","tidyr","imports"
"32184","rscopus","dplyr","imports"
"32185","rscopus","tools","imports"
"32186","rscopus","glue","imports"
"32187","rscopus","xml2","suggests"
"32188","rscopus","rvest","suggests"
"32189","rscopus","graphics","suggests"
"32190","rscopus","testthat","suggests"
"32191","rscopus","jpeg","suggests"
"32192","rscopus","knitr","suggests"
"32193","rscopus","rmarkdown","suggests"
"32194","rscopus","purrr","suggests"
"32195","rsdmx","R","depends"
"32196","rsdmx","methods","imports"
"32197","rsdmx","XML","imports"
"32198","rsdmx","RCurl","imports"
"32199","rsdmx","plyr","imports"
"32200","rsdmx","utils","imports"
"32201","rsdmx","testthat","suggests"
"32202","rsdmx","knitr","suggests"
"32203","rsdmx","roxygen2","suggests"
"32204","RSelenium","R","depends"
"32205","RSelenium","XML","imports"
"32206","RSelenium","methods","imports"
"32207","RSelenium","caTools","imports"
"32208","RSelenium","tools","imports"
"32209","RSelenium","utils","imports"
"32210","RSelenium","openssl","imports"
"32211","RSelenium","httr","imports"
"32212","RSelenium","wdman","imports"
"32213","RSelenium","binman","imports"
"32214","RSelenium","testthat","suggests"
"32215","RSelenium","knitr","suggests"
"32216","RSelenium","Rcompression","suggests"
"32217","RSelenium","covr","suggests"
"32218","RSelenium","rmarkdown","suggests"
"32219","Rserve","R","depends"
"32220","Rserve","RSclient","suggests"
"32221","RSiteCatalyst","R","depends"
"32222","RSiteCatalyst","jsonlite","imports"
"32223","RSiteCatalyst","httr","imports"
"32224","RSiteCatalyst","plyr","imports"
"32225","RSiteCatalyst","base64enc","imports"
"32226","RSiteCatalyst","digest","imports"
"32227","RSiteCatalyst","stringr","imports"
"32228","RSiteCatalyst","testthat","suggests"
"32229","RSmartlyIO","R","depends"
"32230","RSmartlyIO","RCurl","imports"
"32231","RSocrata","R","depends"
"32232","RSocrata","httr","imports"
"32233","RSocrata","jsonlite","imports"
"32234","RSocrata","mime","imports"
"32235","RSocrata","plyr","imports"
"32236","RSocrata","testthat","suggests"
"32237","RSocrata","roxygen2","suggests"
"32238","RSocrata","readr","suggests"
"32239","RStripe","R","depends"
"32240","RStripe","jsonlite","imports"
"32241","RStripe","RCurl","imports"
"32242","RStripe","httr","imports"
"32243","rtweet","R","depends"
"32244","rtweet","httr","imports"
"32245","rtweet","jsonlite","imports"
"32246","rtweet","magrittr","imports"
"32247","rtweet","tibble","imports"
"32248","rtweet","utils","imports"
"32249","rtweet","progress","imports"
"32250","rtweet","Rcpp","imports"
"32251","rtweet","httpuv","imports"
"32252","rtweet","ggplot2","suggests"
"32253","rtweet","knitr","suggests"
"32254","rtweet","magick","suggests"
"32255","rtweet","openssl","suggests"
"32256","rtweet","readr","suggests"
"32257","rtweet","rmarkdown","suggests"
"32258","rtweet","testthat","suggests"
"32259","rtweet","webshot","suggests"
"32260","rtweet","covr","suggests"
"32261","rtweet","igraph","suggests"
"32262","rvest","R","depends"
"32263","rvest","xml2","depends"
"32264","rvest","httr","imports"
"32265","rvest","magrittr","imports"
"32266","rvest","selectr","imports"
"32267","rvest","covr","suggests"
"32268","rvest","knitr","suggests"
"32269","rvest","png","suggests"
"32270","rvest","rmarkdown","suggests"
"32271","rvest","spelling","suggests"
"32272","rvest","stringi","suggests"
"32273","rvest","testthat","suggests"
"32274","rwars","httr","imports"
"32275","rwars","testthat","suggests"
"32276","rwars","knitr","suggests"
"32277","rwars","rmarkdown","suggests"
"32278","RYandexTranslate","httr","imports"
"32279","RYandexTranslate","RCurl","imports"
"32280","RYandexTranslate","jsonlite","imports"
"32281","RZabbix","R","depends"
"32282","RZabbix","httr","imports"
"32283","RZabbix","jsonlite","imports"
"32284","scholar","R","depends"
"32285","scholar","R.cache","imports"
"32286","scholar","dplyr","imports"
"32287","scholar","httr","imports"
"32288","scholar","rvest","imports"
"32289","scholar","stringr","imports"
"32290","scholar","xml2","imports"
"32291","scholar","tidygraph","imports"
"32292","scholar","ggraph","imports"
"32293","scholar","ggplot2","imports"
"32294","scholar","knitr","suggests"
"32295","scholar","prettydoc","suggests"
"32296","scholar","roxygen2","suggests"
"32297","scrapeR","XML","depends"
"32298","scrapeR","RCurl","depends"
"32299","searchConsoleR","R","depends"
"32300","searchConsoleR","googleAuthR","imports"
"32301","searchConsoleR","stringr","imports"
"32302","searchConsoleR","shiny","suggests"
"32303","searchConsoleR","knitr","suggests"
"32304","searchConsoleR","rmarkdown","suggests"
"32305","searchConsoleR","testthat","suggests"
"32306","securitytxt","R","depends"
"32307","securitytxt","Rcpp","imports"
"32308","securitytxt","testthat","suggests"
"32309","securitytxt","covr","suggests"
"32310","seleniumPipes","R","depends"
"32311","seleniumPipes","httr","depends"
"32312","seleniumPipes","jsonlite","depends"
"32313","seleniumPipes","xml2","depends"
"32314","seleniumPipes","magrittr","depends"
"32315","seleniumPipes","whisker","depends"
"32316","seleniumPipes","knitr","suggests"
"32317","seleniumPipes","rmarkdown","suggests"
"32318","seleniumPipes","data.table","suggests"
"32319","seleniumPipes","testthat","suggests"
"32320","seleniumPipes","covr","suggests"
"32321","seleniumPipes","RSauceLabs","suggests"
"32322","sendmailR","R","depends"
"32323","sendmailR","base64enc","imports"
"32324","servr","R","depends"
"32325","servr","mime","imports"
"32326","servr","httpuv","imports"
"32327","servr","xfun","imports"
"32328","servr","jsonlite","imports"
"32329","servr","tools","suggests"
"32330","servr","later","suggests"
"32331","servr","rstudioapi","suggests"
"32332","servr","knitr","suggests"
"32333","servr","rmarkdown","suggests"
"32334","shiny","R","depends"
"32335","shiny","methods","depends"
"32336","shiny","utils","imports"
"32337","shiny","grDevices","imports"
"32338","shiny","httpuv","imports"
"32339","shiny","mime","imports"
"32340","shiny","jsonlite","imports"
"32341","shiny","xtable","imports"
"32342","shiny","digest","imports"
"32343","shiny","htmltools","imports"
"32344","shiny","R6","imports"
"32345","shiny","sourcetools","imports"
"32346","shiny","later","imports"
